RecID	AccessionNo	Department	Title	Edition	Author	Publisher	Status	 
8319	13825	Arts	Centre Stage		"Siroha,"	Orient Longman	AV	
8319	13824	Arts	Centre Stage		"Siroha,"	Orient Longman	AV	
8319	13823	Arts	Centre Stage		"Siroha,"	Orient Longman	AV	
8319	13822	Arts	Centre Stage		"Siroha,"	Orient Longman	AV	
8319	13821	Arts	Centre Stage		"Siroha,"	Orient Longman	AV	
8319	13820	Arts	Centre Stage		"Siroha,"	Orient Longman	AV	
8319	13819	Arts	Centre Stage		"Siroha,"	Orient Longman	AV	
8319	13818	Arts	Centre Stage		"Siroha,"	Orient Longman	AV	
8321	13817	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13816	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13815	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13814	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13813	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13812	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13811	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13810	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13809	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13808	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13807	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13806	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13805	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13804	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13803	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13802	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13801	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13800	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13799	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8321	13798	Arts	Literature and Language II BA Part I Sem II		"Hooda,"	Orient Longman	AV	
8326	13797		Phyical Chemistry BSc Part III Sem-Vi/		"Kiran,."	Modern Publishers	AV	
8326	13796		Phyical Chemistry BSc Part III Sem-Vi/		"Kiran,."	Modern Publishers	AV	
8326	13795		Phyical Chemistry BSc Part III Sem-Vi/		"Kiran,."	Modern Publishers	AV	
8326	13794		Phyical Chemistry BSc Part III Sem-Vi/		"Kiran,."	Modern Publishers	AV	
8323	13793		Organic ChemistryBsc Part III Sem Vi		"Sehgal,"	Modern Publishers	AV	
8323	13792		Organic ChemistryBsc Part III Sem Vi		"Sehgal,"	Modern Publishers	AV	
8323	13791		Organic ChemistryBsc Part III Sem Vi		"Sehgal,"	Modern Publishers	AV	
8323	13790		Organic ChemistryBsc Part III Sem Vi		"Sehgal,"	Modern Publishers	AV	
8344	13789		Inroganic Chemistry BSc Part-I Sem-II		"Jauhar,"	Modern Publishers	AV	
8344	13788		Inroganic Chemistry BSc Part-I Sem-II		"Jauhar,"	Modern Publishers	AV	
8344	13787		Inroganic Chemistry BSc Part-I Sem-II		"Jauhar,"	Modern Publishers	AV	
8344	13786		Inroganic Chemistry BSc Part-I Sem-II		"Jauhar,"	Modern Publishers	AV	
